"Names","Gender"
"روح پرور","F"
"روح تله","M"
"روح روح الله","M"
"روح لله","M"
"روح له","M"
"روح ناز","F"
"روح وله","M"
"روح	الله","M"
"روح	اله","M"
"روحاد","M"
"روحالله","M"
"روحاله","M"
"روحان","M"
"روحانعلی","M"
"روحب البین","M"
"روحبخش","M"
"روحعلی","M"
"روحنگیز","F"
"روحی","F"
"روحینا","F"
"روحیه","F"
"روخ الله","M"
"روخ اله","M"
"روخوش","F"
"روخی","F"
"رود علی","M"
"رودابه","M"
"رودک","M"
"روز","M"
"روز علی","M"
"روز گل","M"
"روز ییعلی","M"
"روزا","M"
"روزاملک","M"
"روزان","F"
"روزانا","F"
"روزبه","M"
"روزعلی","M"
"روزگار","F"
"روزمحمد","M"
"روزمک","M"
"روزمهر","M"
"روزه علی","M"
"روزولت","M"
"روزی","F"
"روزی علی","M"
"روزی گل","F"
"روزیتا","F"
"روزین","F"
"روزیه","F"
"روژا","F"
"روژان","F"
"روژن","F"
"روژنا","F"
"روژین","F"
"روسا","F"
"روشان","F"
"روشن","M"
"روشن تاج","F"
"روشن علی","M"
"روشن فکر","M"
"روشنعلی","M"
"روشنک","F"
"روشنه","F"
"روضان","F"
"روضه گل","F"
"روغل سلطان","F"
"روغیه","F"
"روف","M"
"روفعت","F"
"روفلا","F"
"روفیا","F"
"روفیاء","M"
"روفیده","M"
"روقیه","F"
"رول","M"
"روم","M"
"روم علی","M"
"رومل","M"
"رومیسا","F"
"رومینا","F"
"رومیه","F"
"رونا","F"
"روناز","F"
"روناس","F"
"روناک","F"
"روناک ال","F"
"روناکی","F"
"رونالد","M"
"رونک","M"
"رونیا","F"
"رونیز","F"
"روه انگیز","F"
"روهاله","F"
"روهام","F"
"روهنگیز","F"
"روهینا","F"
"رویا","F"
"رویا ء","F"
"رویا ال","F"
"رویاء","F"
"رویاخانم","F"
"رویال","F"
"رویای","F"
"رویدا","F"
"رویز","F"
"روین","M"
"رویه","M"
"رویوف","M"
"روییا","M"
"روییده","F"
"روییل","F"
"رویین","M"
"ریا","M"
"ریاحه","F"
"ریاض","M"
"ریان","M"
"ریبا","M"
"ریباز","M"
"ریبر","M"
"ریبرار","M"
"ریبواد","M"
"ریبوار","M"
"ریبویار","M"
"ریبین","M"
"ریتا","F"
"ریحا نه","F"
"ریحان","F"
"ریحان الله","M"
"ریحان بانو","F"
"ریحانعلی","M"
"ریحانه","F"
"ریحانه ال","F"
"ریر","M"
"ریزان","M"
"ریزه بانو","F"
"ریزه گل","F"
"ریزهگل","F"
"ریس","M"
"ریس بای","M"
"ریسان","M"
"ریسی","M"
"ریشاد","M"
"ریطه خاتون","F"
"ریقه","F"
"ریگو","M"
"ریگوار","M"
"ریم","M"
"ریما","F"
"رین","M"
"رین العابدین","M"
"رینا","F"
"ریناس","F"
"رینام","F"
"ریه","F"
"ریهانه","M"
"ریوا","F"
"ریوف","M"
"ریوف اله","M"
"ریونیز","F"
"رییس بگ","M"
"رییس مراد","M"
"رییسه","F"
"ز اکر","M"
"ز هر ا","F"
"ز هر ه","F"
"ز ینب خا تو ن","F"
"زاد علی","M"
"زاده","M"
"زاده گل بهار","M"
"زارع","M"
"زارع کلینی","M"
"زارعی","M"
"زاشد","M"
"زاضیه","F"
"زاعد","M"
"زاکاوی","M"
"زاکر","M"
"زاکرس","M"
"زاکره","F"
"زاکیه","F"
"زاگرس","M"
"زاگروس","M"
"زال","M"
"زال محمد","M"
"زالعابدین","M"
"زالفعلی","M"
"زالفقار","M"
"زالی","F"
"زامل","M"
"زامی","M"
"زامیاد","M"
"زانا","M"
"زانکو","M"
"زانیار","M"
"زاهد","M"
"زاهدالدین","M"
"زاهده","M"
"زاهر","F"
"زاهرا","F"
"زاهره","F"
"زاهل","F"
"زاهید","F"
"زاوش","F"
"زاون","F"
"زایا","F"
"زاید","M"
"زایر","M"
"زاینار","M"
"زبداشوری","M"
"زبر جد","M"
"زبر علی","M"
"زبرجد","M"
"زبنب","F"
"زبور","F"
"زبی","M"
"زبیالله","M"
"زبیح اله","M"
"زبیح الاه","M"
"زبیح الله","M"
"زبیدده","F"
"زبیده","F"
"زبیده ال","F"
"زبیده بیگم","F"
"زبیده خاتون","F"
"زبیر","M"
"زبیر احمد","M"
"زبیره","M"
"زبیع","M"
"زبیع الله","M"
"زبینده","F"
"زبیه الله","M"
"زحل","M"
"زحمان","M"
"زحمت","M"
"زخساره","M"
"زر","M"
"زر افشان","M"
"زر با نو","F"
"زر بانو","F"
"زر بی بی","F"
"زر پری","F"
"زر خاتون","F"
"زر عالم","F"
"زر علی","M"
"زر گل","F"
"زر نشان","F"
"زرا","F"
"زرار","F"
"زراره","F"
"زرافشان","F"
"زرآلی","F"
"زرانگیز","F"
"زرانگیس","F"
"زربا","F"
"زربالا","F"
"زربانو","F"
"زربی بی","F"
"زرپنجه","M"
"زرتاج","F"
"زرتشت","M"
"زرجان","F"
"زرجین","F"
"زرخاتون","F"
"زرخانم","F"
"زرد نگل","F"
"زردتشت","M"
"زردشت","M"
"زردین","M"
"زرعلی","M"
"زرغام","M"
"زرغون","F"
"زرفانه","F"
"زرفشان","F"
"زرقام","F"
"زرقان","M"
"زرقلم","F"
"زرقونه","F"
"زرگار","F"
"زرگان","F"
"زرگل","F"
"زرم","F"
"زرملک","F"
"زرمی","F"
"زرمیک","M"
"زرمینه","F"
"زرن تاج","F"
"زرناز","F"
"زرنشان","F"
"زرنگار","F"
"زرنوش","F"
"زرهام","F"
"زری","F"
"زری ال","F"
"زری بس","F"
"زری بیگلم","F"
"زری گل","F"
"زری ماه","F"
"زریان","F"
"زریبا","F"
"زریر","F"
"زریف خاتم","F"
"زریفه","F"
"زرین","F"
"زرین ال","F"
"زرین باح","F"
"زرین تاج","F"
"زرین تاژ","F"
"زرین حال","F"
"زرین خواه","F"
"زرین دخت","F"
"زرین دوست","F"
"زرین طلا","F"
"زرین گل","F"
"زرینتاج","F"
"زرینه","F"
"زریه","F"
"زستم","M"
"زستمعلی","M"
"زسول","M"
"زضا","M"
"زضا کرم","M"
"زعفر","M"
"زعفران","F"
"زعلان","F"
"زعید","M"
"زعیر","M"
"زفشان","F"
"زقیه","F"
"زکاء","M"
"زکایه","M"
"زکر الله","M"
"زکرالله","M"
"زکرعلی","M"
"زکریا","M"
"زکریسانو","M"
"زکی","M"
"زکی الله","M"
"زکی اله","M"
"زکیه","F"
"زگیه","F"
"زلف علی","M"
"زلفا","F"
"زلفعلی","M"
"زلفقار","M"
"زلفی ناز","F"
"زلفیه","F"
"زلمه","F"
"زلمی","F"
"زلیجا","F"
"زلیخ","F"
"زلیخا","F"
"زلیخاه","F"
"زلیخواه","F"
"زلیما","M"
"زماد","M"
"زمان","F"
"زمان الدین","M"
"زمان الله","M"
"زمان اله","M"
"زمان محمد","M"
"زمانعلی","M"
"زمانه","F"
"زمرد","F"
"زمره","F"
"زمری","F"
"زمزم","M"
"زمن","M"
"زمین تاج","F"
"زمینه","F"
"زنب","M"
"زنبر","M"
"زنبق","M"
"زنده علی","M"
"زنگل","M"
"زنگوذر","M"
"زنگینه","M"
"زننب","M"
"زنون","M"
"زنی","M"
"زنیان","M"
"زنیک","M"
"زها","M"
"زهاب","M"
"زهتاب","M"
"زهدا","M"
"زهدی","M"
"زهدیه","F"
"زهر","M"
"زهر ا","F"
"زهر ال","F"
"زهرء","F"
"زهرا","F"
"زهرا اشرف","F"
"زهرا ال","F"
"زهرا بیگم","F"
"زهرا ","F"
"زهرا السادت","F"
"زهرا بانو","F"
"زهرا بگم","F"
"زهرا بی بی","F"
"زهرا خاتون","F"
"زهرا خانم","F"
"زهرا خانوم","F"
"زهرا زرین","F"
"زهرا سلطان","F"
"زهرا م","F"
"زهرا مینو","F"
"زهرا نسا","F"
"زهرا نیره","F"
"زهرا یبگم","F"
"زهراء","F"
"زهراا","F"
"زهراال","F"
"زهراالسادت","F"
"زهراب","F"
"زهرابی زی","F"
"زهرابیگم","F"
"زهرات","F"
"زهراچ","F"
"زهراخاتون","F"
"زهراخانم","F"
"زهرادخت","F"
"زهراسلطان","F"
"زهرافریده","F"
"زهرال","F"
"زهرانساء","F"
"زهراه","F"
"زهرخان","M"
"زهررا","F"
"زهره","F"
"زهره اقدس","F"
"زهره بانو","F"
"زهره بیگم","F"
"زهره حاجی","F"
"زهره حسین","F"
"زهره خان","F"
"زهری","F"
"زهزا","F"
"زهمرا","F"
"زهنت","F"
"زهه","F"
"زههرا","F"
"زهور","F"
"زهوری","F"
"زهی","F"
"زهیر","M"
"زهیره","F"
"زهیمه","F"
"زوار","M"
"زوارعلی","M"
"زواره","F"
"زوالیخا","F"
"زوبیده","F"
"زورار","F"
"زوریتسا","M"
"زولاد","M"
"زولف علی","M"
"زولفعلی","M"
"زولیا","F"
"زولیخا","F"
"زومیل","M"
"زویا","F"
"زوید","F"
"زویده","F"
"زیا","M"
"زیا الدین","M"
"زیاب","M"
"زیاد","M"
"زیاد علی","M"
"زیادعلی","M"
"زیاده","F"
"زیادین","M"
"زیار","M"
"زیارت","M"
"زیارت علی","M"
"زیارتعلی","M"
"زیاق","M"
"زیان","M"
"زیای","M"
"زیب","M"
"زیب اله","M"
"زیبا","M"
"زیبا بیگم","F"
"زیبا خانم","F"
"زیبا گل","F"
"زیبب","F"
"زیبده","F"
"زیبر","M"
"زیبنب","F"
"زیبنده","F"
"زیتب","F"
"زیتعلی","M"
"زیتونه","F"
"زیحان","F"
"زید","M"
"زید الله","M"
"زید علی","M"
"زیدالع","M"
"زیدالله","M"
"زیداله","M"
"زیدان","M"
"زیرالدین","M"
"زیرالله","M"
"زیران","M"
"زیرک","M"
"زیرم","M"
"زیز","M"
"زیغم","M"
"زیفب","F"
"زیلا","F"
"زیلان","F"
"زین اعابدین","M"
"زین الدین","M"
"زین العا بدین","M"
"زین العابدین","M"
"زین العابدینی","M"
"زین اله","M"
"زین تاج","F"
"زین علی","M"
"زین	العابدین","M"
"زینا","F"
"زیناالعابدین","M"
"زینال","M"
"زینالابدین","M"
"زینالبدین","M"
"زینالعابدین","M"
"زینالله","M"
"زینب","F"
"زینب السادت","F"
"زینب بانو","F"
"زینب بی بی","F"
"زینب بیگم","F"
"زینب خا تون","F"
"زینب خاتون","F"
"زینب خانم","F"
"زینب خواتون","F"
"زینبب","F"
"زینبچ","F"
"زینبه","F"
"زینت","F"
"زینت الزمان","F"
"زینت السادت","F"
"زینت خاتون","F"
"زینت خواتون","F"
"زینت طلا","F"
"زینتی","F"
"زینعلی","M"
"زینل","F"
"زینل عابدین","F"
"زیننب","F"
"زینوس","F"
"زینول عابدین","M"
"زینی","F"
"زینیب","F"
"زیور","F"
"زیورتاج","F"
"زیوز","F"
"زییر","M"
"زیینب","F"
"زیینده","F"
"ژابیز","M"
"ژاک","M"
"ژاکاو","M"
"ژاکلین","F"
"ژاله","F"
"ژامک","M"
"ژان","M"
"ژانت","M"
"ژرژیت","M"
"ژروین","M"
"ژنوس","F"
"ژنیا","F"
"ژنییا","F"
"ژهرا","F"
"ژهره ور","F"
"ژوان","F"
"ژوبین","M"
"ژورا","M"
"ژورژ","M"
"ژوزف","M"
"ژوزفی","M"
"ژوزفین","M"
"ژیان","M"
"ژیبا","F"
"ژیر","M"
"ژیل","M"
"ژیلا","F"
"ژیلوان","F"
"ژیما","F"
"ژینا","F"
"ژینوس","F"
"سا حله","F"
"سا ر ا","F"
"سا را","F"
"سا سان","M"
"سا لار","M"
"سا مان","M"
"سا مرند","M"
"سا مره","F"
"سا نا ز","F"
"سا ناز","F"
"سااسان","M"
"سابر","M"
"سابق","M"
"سابینه","F"
"ساتگین","F"
"ساتلق قلیچ","M"
"ساتلیق قلیچ","M"
"ساتیار","M"
"ساج الدین","M"
"ساجد","M"
"ساجده","F"
"ساجدین","M"
"ساجر","F"
"ساجره","F"
"ساجلدین","M"
"ساچلی","M"
"ساحر","F"
"ساحره","F"
"ساحل","F"
"ساحله","F"
"ساحیه","F"
"ساد نا","F"
"سادانا","F"
"سادنا","F"
"ساده","M"
"ساده میر","M"
"سادون","F"
"سادینا","F"
"سادیه","F"
"سار","M"
"سار اله","M"
"سار محمد","M"
"سار ناز","F"
"سارا","F"
"سارا بانو","F"
"سارا بگیم","F"
"سارا بی بی","F"
"سارا خاتون","F"
"ساراء","F"
"سارابی بی","F"
"سارابیگم","F"
"سارال","F"
"سارالاه","M"
"ساراله","M"
"سارای","M"
"ساربانی","M"
"سارجه","M"
"سارح","F"
"سارف","M"
"سارک","M"
"سارمن","M"
"سارمین","M"
"سارنگ","M"
"ساره","F"
"ساره ال","F"
"ساره بیکم","F"
"ساره بیگم","F"
"ساره خاتون","F"
"سارو","F"
"ساروز","F"
"سارونا","F"
"ساری","M"
"ساری اقا","M"
"ساری خان","M"
"ساری خانی","M"
"ساری قلی","M"
"ساری گل","F"
"ساریا","F"
"ساریگل","F"
"سارینا","F"
"ساریه","F"
"سازا","F"
"سازگار","M"
"ساسان","M"
"ساسین","M"
"ساشا","M"
"ساطان","M"
"ساطان بی بی","F"
"ساطیار","M"
"ساعاده","M"
"ساعت","M"
"ساعته","M"
"ساعد","M"
"ساعدبگ","M"
"ساعدعلی","M"
"ساعده","F"
"ساعره","F"
"ساعه","F"
"ساغر","F"
"ساغر ال","F"
"ساغی","F"
"سافی","M"
"ساقر","F"
"ساقی","M"
"ساکار","M"
"ساکت","M"
"ساکو","M"
"سالار","M"
"سالار امیر","M"
"سالار خان","M"
"سالاربیک","M"
"سالالر","M"
"سالام","M"
"سالخ","M"
"سالخ بردی","M"
"سالر","M"
"سالک","M"
"سالم","M"
"سالمان","M"
"سالمه","F"
"سالور","M"
"سالومه","F"
"سالیان","F"
"سالین","F"
"سام","M"
"سام الدین","M"
"ساما ن","M"
"سامالن","M"
"سامان","M"
"سامانه","M"
"سامبره","M"
"سامد","M"
"سامر","F"
"سامرا","F"
"سامران","M"
"سامراند","M"
"سامرند","M"
"سامره","F"
"سامع","M"
"سامعلی","M"
"سامعه","F"
"سامک","M"
"سامن","M"
"سامه","F"
"سامول","M"
"سامویل","M"
"سامی","M"
"سامیار","M"
"سامیر","M"
"سامیز","M"
"سامیلا","F"
"سامین","M"
"سامیه","F"
"سامیه جمال","M"
"سان احمد","M"
"سانا","F"
"ساناز","F"
"ساناقا","F"
"سانتا","F"
"ساندرا","F"
"ساندی","M"
"سانلز","M"
"سانه","M"
"سانوس","M"
"سانی","M"
"سانیا","M"
"سانیاز","F"
"سانیه","F"
"ساها","M"
"ساهر","M"
"ساهره","F"
"ساهی","M"
"ساوا","M"
"ساوالان","M"
"ساوره","M"
"ساوری","M"
"ساوش","M"
"ساوه","M"
"ساویز","M"
"ساویس","M"
"ساویه","F"
"سایار","M"
"سایان","M"
"سایب","M"
"ساید","M"
"سایر","M"
"سایرا","M"
"سایره","F"
"سایم","M"
"سایمان","M"
"سایمه","M"
"ساینا","F"
"سایه","F"
"سایی","M"
"سایین","M"
"سایینا","M"
"سبا","F"
"سبا	فاطمه","F"
"سباب","M"
"سبته","M"
"سبحا ن وردی","M"
"سبحان","M"
"سبحان بردی","M"
"سبحان الدین","M"
"سبحان الله","M"
"سبحان اله","M"
"سبحان علی","M"
"سبحان قلی","M"
"سبحان محمد","M"
"سبحان وردی","M"
"سبحان ویردی","M"
"سبحانعلی","M"
"سبحانقلی","M"
"سبحانه","M"
"سبحانه خاتون","F"
"سبحه","F"
"سبد اکبر","M"
"سبد عبدالرضا","M"
"سبرایل","M"
"سبریه","F"
"سبز بانو","F"
"سبز پری","F"
"سبز علی","M"
"سبز مراد","M"
"سبزالدین","M"
"سبزبانو","F"
"سبزپری","M"
"سبزعلی","M"
"سبزمراد","M"
"سبزه","F"
"سبزه گل","F"
"سبزوار","M"
"سبف الله","M"
"سبقت الله","M"
"سبکیه","M"
"سبلان","M"
"سبمیه","F"
"سبنا","M"
"سبنم","F"
"سبهان","M"
"سبهر","M"
"سبوح","M"
"سبیتی","M"
"سبیده","F"
"سبیکه","F"
"سبیل","M"
"سبیله","F"
"سبیمان","M"
"سبیه","F"
"سپته","F"
"سپده","F"
"سپر","M"
"سپنتا","M"
"سپند","M"
"سپهدار","M"
"سپهر","M"
"سپهرراد","M"
"سپورا","M"
"سپید","F"
"سپید دخت","F"
"سپیده","F"
"سپیده ال","F"
"سپیده خانم","F"
"سپیده سمیرا","F"
"سپیده سمیه","F"
"سپیده صغری","F"
"سپیده مهتاب","F"
"سپیدهخ","F"
"سپینود","M"
"ستا ر","M"
"ستار","M"
"ستار بردی","M"
"ستار خان","M"
"ستاربردی","M"
"ستاره","F"
"ستاه","F"
"ستایش","F"
"سترا","M"
"ستوان","M"
"ستوده","F"
"ستوره","F"
"ستی","M"
"سجا","M"
"سجا د","M"
"سجاد","M"
"سجاد علی","M"
"سجاد محمد","M"
"سجادعلی","M"
"سجاده","M"
"سجاذ","M"
"سجان","M"
"سجانقلی","M"
"سجاید","M"
"سجتد","M"
"سجد","M"
"سجده","F"
"سجواد","M"
"سح","M"
"سحاب","M"
"سحابعلی","M"
"سحابه","F"
"سحاد","M"
"سحذر","M"
"سحر","F"
"سحر ال","F"
"سحر ناز","F"
"سحراب","M"
"سحرال","F"
"سحران تاجخانم","M"
"سحرانه","F"
"سحربانو","F"
"سحرخان","M"
"سحرگل","F"
"سحرنا","F"
"سحرناز","F"
"سحره","F"
"سحوره","F"
"سحیل","F"
"سحین","F"
"سخاوت","F"
"سخاوتعلی","M"
"سخاوه","F"
"سخر","M"
"سخی","M"
"سخی اله","M"
"سخی داد","M"
"سخی قلی","M"
"سخی محمد","M"
"سخی مراد","M"
"سخید","M"
"سخیداد","M"
"سخیده","M"
"سد الله","M"
"سد حسن","M"
"سد شمس الدین","M"
"سد عابد","M"
"سد مرجان","F"
"سدابه","F"
"سدار","M"
"سدالله","M"
"سداله","M"
"سدحسین","M"
"سدخان","M"
"سدرام","M"
"سدریه","F"
"سدمحمد رضا","M"
"سدمحمدتق","M"
"سدمهدی","M"
"سده سکینه","F"
"سده فاطمه","F"
"سدهومن","M"
"سدیس","M"
"سدیف","M"
"سدیقه","F"
"سدیه","M"
"سر اصلان","M"
"سر اله","M"
"سر تاج","F"
"سر تیپ","M"
"سر خوش","M"
"سر فراز","M"
"سر گرد","M"
"سر گل","F"
"سر مد","M"
"سرا","M"
"سراالله","M"
"سراج","M"
"سراج احمد","M"
"سراج الدین","M"
"سراج الله","M"
"سراج اله","M"
"سراجالدین","M"
"سراصلان","M"
"سراصلانه","F"
"سراف","M"
"سرافراز","M"
"سراله","M"
"سرانداز","F"
"سراهی","M"
"سراوانی","M"
"سرای","M"
"سرایه","M"
"سرباز","M"
"سربازعلی","M"
